nation_pk,club_pk,name,pk
002,"0224,1004,1189,1297,1304,2025",미로슬라프 클로제,251011141
004,"1477,1701",카를레스 푸욜,251013038
001,"0184,1092",스티븐 제라드,251013743
010,"1309,1701",비토르 바이아,251020170
010,"0123,0262,0290,1309,1529,1701,1738,1886,2038,2061",콰레스마,251020775
010,"0211,1047,1169,1738",크리스티아누 호날두,251020801
004,"0051,0184,0460,0763,1189,1304,1691,1701",페페 레이나,242024630
004,"0051,0184,0460,0763,1189,1304,1691,1701",페페 레이나,251024630
004,"0051,0184,0460,0763,1189,1304,1691,1701",페페 레이나,242024630
004,"0051,0184,0460,0763,1189,1304,1691,1701",페페 레이나,251024630
001,"0120,0549,0656,1092,1529,1692",애슐리 콜,251034079
004,"0256,0319,0532,1047,1976",라울,251045661
033,"0656,0770,1411,1500,1529",페트르 체흐,251048940
004,"0051,0184,1232,1529,1893",페르난도 토레스,251049369
001,"0063,0468,0610,0753,1077,2005,2080",저메인 데포,251050542
009,"0211,1169,1181,1671,2064",에드윈 반데르사르,251051539
012,"0211,0928,1552,1631,1701,1809",헨릭 라르손,251052241
010,"0070,0304,0826,1199,1309,1476,1529,1701",데쿠,251053769
010,"0231,0559,0716,1510,1702,1858",파울레타,251117106
010,"0123,1047,1058,1309",페페,251120533
002,"1304,1651",필립 람,251121939
002,"0211,0267,1304",B. 슈바인슈타이거,251121944
019,"0123,0212,0498,0672,1637,1955",메흐메트 토팔,251124635
001,"0184,0763,0842,0976,1527,1765,1850",제임스 밀너,251138412
010,"0064,0211,0212,0672,0985,1189,1738,1913",나니,251139068
019,"0498,0881,1701,1893,1955",아르다 투란,251143745
004,"0123,0472,0658,0672,0976,1047,1274,1626,1705,1754,1850,1900,1906",네그레도,251146439
004,"0976,1850,1906",헤수스 나바스,251146536
058,1603,이고리 아킨페예프,251148119
037,"0117,0595,1048,1423,1520,2019",A. 파파도풀로스,251150106
002,"0045,0290,0656,0804,1116,1304,1444,1955",루카스 포돌스키,251150516
001,"0001,0482,0610,0908,0976,1025,1370,1809,1850,1931,1945,2005",조 하트,251150724
003,"0109,0498,0656,0762,0976,1850",가엘 클리시,251152554
004,"0211,1241,1701",피케,251152729
001,"0211,0290,0763,0990",애슐리 영,251152908
003,"0140,0363,1231,1328,1406,1482",A. 지냐크,251153244
004,"1047,1510,1906",세르히오 라모스,251155862
004,"0460,0492,0672,1047,1691",라울 알비올,251157481
004,"0689,1042,1047,1717",페르난도 이에로,251161840
014,"0374,0432,1181,1454,1874,2005",무사 뎀벨레,251162240
010,"0061,0781,0808,1309,1495,1738",주앙 무티뉴,251162347
004,"0656,0808,1147,1529,1701",세스크 파브레가스,251162895
007,"0050,0106,0134,0274,0512,0610,0859,0990,1219,1261,1492,1722,1746,1922,2039",A. 디아만티,251163925
011,"0610,0656,0714,1302,1632",우카시 파비안스키,251164835
001,"0656,0771,1222",시오 월콧,251164859
011,"1030,1219,1371,1732,1859",J. 브와슈치코프스키,251164994
003,"1047,2024",카림 벤제마,251165153
003,"0656,1363,1482,1702,1894",로랑 코시엘니,251165229
002,"0290,0977,1004,1052,1241,1304,1495",안드레아스 브레메,251166120
057,"0134,1047,1259,1657,1701,1805,1955",게오르게 하지,251166124
007,0051,프랑코 바레시,251166906
002,"0532,1304",마누엘 노이어,221167495
002,"0532,1304",마누엘 노이어,251167495
002,"0532,1304",마누엘 노이어,221167495
002,"0532,1304",마누엘 노이어,251167495
009,"0779,1587,1631,1701,2064",로날트 쿠만,251167680
003,"1812,2005,2024",위고 요리스,251167948
007,"0460,0482,0501,0649,1498,1510,1722,1820,1906",살바토레 시리구,251168435
004,"0672,0976,1129,1390,1669,1850",다비드 실바,251168542
025,"0532,0573,1701,1906",이반 라키티치,251168651
030,"0001,0061,0120,0338,1013,1115,1472",웨인 헤네시,251170084
003,"1114,1169,1229,1510,1844",블레즈 마튀이디,251170890
010,"0018,0120,0190,0214,0346,0610,0681,0781,1222,1246,1476,1495,1738,1886",주제 폰테,251171791
010,"0018,0120,0190,0214,0346,0610,0681,0781,1222,1246,1476,1495,1738,1886",주제 폰테,260171791
010,"0018,0120,0190,0214,0346,0610,0681,0781,1222,1246,1476,1495,1738,1886",주제 폰테,251171791
010,"0018,0120,0190,0214,0346,0610,0681,0781,1222,1246,1476,1495,1738,1886",주제 폰테,260171791
014,"1134,1281,1476,2005,2064",얀 베르통언,251172871
037,"0051,0501,0656,1375,1520,1732,1977,2025",소크라티스,251172879
007,"0290,0357,0859,0918,0988,1169,1189,1292,1501,1944",안토니오 칸드레바,251173221
030,"1047,1222,1573,2005",가레스 베일,251173731
030,"0022,0434,0764,0827,1472,2005",크리스 건터,251173752
011,"0078,0493,1116,1149,1302,1859",K. 몽친스키,251174669
014,"0146,0460,0621,0779,0839,1743,1955",드리스 메르턴스,251175943
019,"0045,0212,0225,0243,0498,1066,1081,1440,1500,1510,1844,1894",M. 에르딘츠,251176481
002,"0212,0498,0532,0656,1047,2025",메수트 외질,251176635
014,"0211,0771,0782,1456",마루안 펠라이니,251176944
025,"0228,0290,1047,1239,1756,2005",루카 모드리치,251177003
003,"0214,0610,1328,1549,1844",디미트리 파예트,251177388
014,"0132,0782,0798,1476,1732,1893",악셀 비첼,251177413
011,"1006,1302,1512,1877,2075",A. 옝제이치크,251177790
007,"0290,0698,0728,0771,0919,1035,1922",마르코 마테라치,251177844
009,"0063,1701,1717,1955,2064",프랑크 더부르,251177845
010,"0061,1692,1738",후이 파트리시우,251178005
010,"0501,0998,1738,1751,1932",미겔 벨로주,251178007
004,"0211,0672,1274,1529,1955",후안 마타,251178088
003,"0051,0656,1036,1280,1363,1499,1529",올리비에 지루,251178509
014,"0012,0290,1391,1692,1714",라자 나잉골란,251178518
002,"1304,1732",마츠 후멜스,251178603
030,"0001,0029,0061,0349,0753,0842,1013,1031,1317,1450",샘 보크스,251179746
051,"0638,0877,1213,1424,1589,1720,1735",아리 스쿨라손,251179899
002,"0370,1047,1304",토니 크로스,251182521
014,"0214,1047,1529",에덴 아자르,251183277
003,"0051,0212,0214,0453,0672,0851,1114,1328,1906,1963",아딜 라미,251183280
003,"0990,1406,1549,1765,2005",무사 시소코,251183394
001,"0184,1973,2080",조던 헨더슨,251183711
007,"0482,0610,1169,1620",안젤로 오그본나,251183855
014,"0120,0184,0316,0763,0782,0952,1140,1924",크리스티앙 벤테케,251184111
051,"0236,1184,1549,1874,1955,2064",K. 시그소르손,251184255
033,"0470,0591,0629,0955,1096,1222,1302,1375,1411,1868,1926,1950,2005",T. 페크하르트,251184290
007,"0051,0276,0290,0353,0501,1089,1169",레오나르도 보누치,251184344
007,"0051,0211,0290,0357,0482,1722,1898",마테오 다르미안,251184392
007,"0357,0918,1044,1077,1169,1261",세바스티안 조빈코,251184431
051,"0167,0764,0771,1370,1632,1713,1945,2005",길피 시구르드손,251184484
030,"0184,0536,1031,1632",조 앨런,251184716
010,"0479,0808,0918,1738,1816,2033",아드리엥 실바,251184826
011,"0386,0441,0898,1116,1302",미하우 파즈단,251185010
030,"0037,0211,0285,0549,0701,0763,1031,1285,1364",제임스 체스터,251186130
001,"0211,0656,0990,1450,1969,2080",대니 웰벡,251186146
011,"0656,1169,1692,2004",보이치에흐 슈체스니,251186153
030,"0063,0434,0656,1169,1472,1812",아론 램지,251186561
030,"0063,0398,0549,1013,1495,1632,2033,2069",앤디 킹,251186578
007,"0051,0134,0184,0290,0882,0976,0989,1000,1328,1812,1850,1974",마리오 발로텔리,251186627
003,"0290,1500,1520,1844,1934,2080",얀 음빌라,251187052
002,"0579,1073,1732",마르코 로이스,251188350
011,"0580,0714,1304,1701,1732",R. 레반도프스키,251188545
010,"0029,0190,0231,0691,0764,1375,1472,1476,1500,1632,1759",넬송 올리베이라,251189303
004,"0672,1061,1238,1701",조르디 알바,251189332
004,"1189,1529,1692,1701",페드로,251189505
002,"0101,1304",토마스 뮐러,251189596
001,"0610,1181,1248,1675,2088",보비 무어,251190044
009,"0169,0255,0627,1631,1701,2064",요한 크루이프,251190045
017,"0211,0743,0763,0883,0976,1738,1850,1851",페터 슈마이켈,251190053
011,"0276,0319,0482,0808,1047,1405,1722,1952,1985",카밀 글리크,251190547
007,"0051,0501,0595,0808,1692,1898",스테판 엘샤라위,251190813
051,"0001,0022,1874",J. 그뷔드뮌손,251191076
002,"0290,1073,1304,1737",로타어 마테우스,251191189
014,"1047,1529,1893,1924",티보 쿠르투아,251192119
009,"0051,2064",마르코 반바스텐,251192181
002,"0337,0779,1304,1732",마리오 괴체,251192318
007,"0482,0501,0539,1169,1189,1377,1732,1788,1906",치로 임모빌레,251192387
014,"0211,0290,0771,1281,1285,1529",로멜루 루카쿠,251192505
002,"0196,0532,1304,1651",홀거 바트슈투버,251192620
014,"0976,1030,1529,1850,1924,2025",케빈 더브라위너,251192985
003,"0327,1129,1701,1893",앙투안 그리즈만,251194765
051,"0194,0590,0638,0855,0928,1129,1520,2026",알프레드 핀보가손,251195586
003,"0211,1169",폴 포그바,251195864
011,"0575,0759,1285,1375,1510,1549,1607,1702,1877,1906",G. 크리호비아크,251197242
007,"0460,0513,1077,1377,1412",로렌초 인시녜,251198219
001,"0184,0656,1222",A. 옥스-체임벌린,251198784
037,"0337,0808,0828,1235,1375,1398,1576,1759",G. 자벨라스,251199060
010,"0357,1048,1058,1309,1510,1847",다닐루 페레이라,251200888
010,"0034,0290,0656,1222,1738",세드리크,251201118
033,"0715,0795,0873,1250",블라디미르 다리다,251201262
007,"0501,0998,1169,1434,1738",스테파노 스투라로,251202135
002,"0532,1030,1476,1510",율리안 드락슬러,251202166
014,"0009,0142,1510,1732",토마 뫼니에,251202371
007,"0136,0482,0610,0672,0734,0918,0969,0994,1169",시모네 차차,251202685
007,"0051,0672,1510,1620,1692",A. 플로렌치,251203551
037,"0630,1004,1262,1520",K. 포르투니스,251203980
014,"0120,0123,0212,0672,0782,1328,1529,1732",미시 바추아이,251204529
011,"0370,0460,0739,1116,1169,1328,2026,2064",A. 밀리크,251205175
003,"1701,1723,2024",사뮈엘 움티티,251205600
030,"1632,2005",벤 데이비스,251205923
007,"0051,1169,2024",마티아 데실리오,251206058
014,"0012,0017,1139,1189,1281,1735",조르당 루카쿠,251207537
010,"0786,1386,1584,1738",윌리앙 카르발류,251207566
030,"0184,0398,0536,0958,1024,1530,2033",대니 워드,251207998
002,"0184,0370,1169,1304,1732",엠레 잔,251208333
002,"0652,0804,1050",요나스 헥토어,251208334
014,"0018,0808,1893",야니크 카라스코,251208418
014,"0018,0808,1893",야니크 카라스코,251208418
011,"0583,0638,1099",F. 스타진스키,251208631
010,"1420,1482,1732",하파엘 게헤이루,251209889
011,"0460,1261,1501",P. 지엘린스키,251210406
051,"0442,0867,0940,1213,1375,1564,1995",A. 트뢰이스타손,251211177
003,"0211,0808,1906,2024",앙토니 마시알,251211300
010,"0214,0672,0771,1476,1701",안드레 고메스,251211575
007,"1077,1169,1219,1620",F. 베르나르데스키,251212404
002,"0821,1304,1651",요주아 키미히,251212622
010,"0290,0610,0681,0759,1476,1738,1886",주앙 마리우,251212814
051,"0061,0571,0689,0764,1004,1410,1649",J. 뵈드바르손,251212992
014,"0051,0184,0214,1030",디보크 오리기,251213135
003,"1169,1304,1510",킹슬레 코망,251213345
009,"0051,1241,1738,2064",프랑크 레이카르트,251214098
009,"0051,0416,0779,0918,1529,1631",루드 굴리트,251214100
025,"0610,0656,0885,1047,1239,1813,1906",다보르 슈케르,251214649
002,"0904,1030,1073,1219,1304",슈테판 에펜베르크,251215558
002,"0051,0155,0577,0808,0969,1017,1073,1501,1815",올리버 비어호프,251215732
003,"1420,1529,1818,2033",은골로 캉테,251215914
010,"0054,1409,1476",하파,251216547
014,"0976,1809,1850,1955,2024,2080",제이슨 데나이어,251220182
051,"0194,0638,0922,0974,1410,1759",S. 잉가손,251221422
017,"1047,1169,1189,1444,1701,1851,2064",미카엘 라우드루프,251222000
017,"0051,0063,1219,1304,1529,1815,1817,1851,2064",브리안 라우드루프,251222257
003,"0211,0227,0290,0460,1328,1499,1701,1844,2045",로랑 블랑,251222481
002,"0532,0976,1304,1850",리로이 자네,251222492
010,"0214,1304,1476,1510,1632",헤나투 산시스,251230767
058,1662,레프 야신,251238380
004,"0134,0165,1477,1692,1701,2038",과르디올라,251243781
001,"0063,0285,0433,0656,0842,0976,1850,1931",데이비드 시먼,252000001
016,"0211,1472,1809,1870",로이 킨,252000240
016,"0211,1472,1809,1870",로이 킨,256000240
016,"0211,1472,1809,1870",로이 킨,252000240
016,"0211,1472,1809,1870",로이 킨,256000240
030,0211,라이언 긱스,252000241
001,0211,게리 네빌,252000244
001,"0051,0211,1047,1092,1510,1969",데이비드 베컴,252000250
001,"0468,0656,1687,1765,2005",솔 캠벨,252000388
010,"0051,1219,1476,1588",후이 코스타,252001025
005,"0290,1366,1838",하비에르 사네티,252001041
007,"0748,1169,1319,1898",A. 델피에로,252001075
007,"0051,0728,1189,1484",알레산드로 네스타,252001088
007,0051,파올로 말디니,252001109
003,"0051,0093,0480,1328,1529,1549",마르셀 드사이,252001116
007,"0357,1169,1510",잔루이지 부폰,252001179
007,"0240,0290,0357,0460,1047,1169,2038",파비오 칸나바로,252001183
009,"0051,0290,0383,0918,1047,2064",클라렌스 세이도르프,252001256
003,"0762,1047,1169,1702",지네딘 지단,252001397
003,"0051,0290,0656,0762,0976,1169,1850",파트리크 비에이라,252001419
003,"1047,1254,1328,1510,1529,1549,1669",클로드 마켈렐레,252001668
009,"0771,0808,1181,1222,1692,2064",M. 스테켈렌뷔르흐,252002147
002,"0370,1004,1304,1529,1582",미하엘 발락,252003647
009,"0290,0656,2064",데니스 베르캄프,252004000
008,"0051,0068,0070,0121,0139,0231,0248,0558,1375,1520,1554,1701,1951,1964,1987",히바우두,252004231
075,"0267,0357,0644,0825,0952,1314,1701,1900",H. 스토이치코프,252004833
008,"0051,0139,1185,1241,1403,1692,1951",카푸,252005003
001,"0610,0976,1382,1529,1632,1850",프랭크 램파드,252005471
010,"0290,1047,1701,1738",루이스 피구,252005589
046,"0178,0184,0692,0784,1181,1495,1546,1674,1679,1701,2064",야리 리트마넨,252005673
033,"0715,1002,1169,1189,1411",파벨 네드베드,252006235
001,"0063,0211,0433,0610,0753,0842",리오 퍼디난드,252007289
005,"0211,0290,0357,0894,0918,1189,1208,1529",베론,252007518
004,"1701,1976",차비,252010535
002,"0224,1004,1189,1297,1304,2025",미로슬라프 클로제,252011141
004,"1477,1701",카를레스 푸욜,252013038
036,"0051,1529,1751",안드리 셰우첸코,252013128
001,"0184,1092",스티븐 제라드,252013743
006,"0521,1376,1558",이운재,252019580
010,"1309,1701",비토르 바이아,252020170
010,"0211,1047,1169,1738",크리스티아누 호날두,252020801
008,"0051,0369,0826,0868,1510,1612,1701,1824",호나우지뉴,252028130
034,"0595,0987,1328,1484,1529,1894,1955,1982",디디에 드로그바,252031432
006,"0310,0541,0838,1351,1376,1444,1558,1631,1833",김남일,252033730
006,"0063,0211,0433,0541,0779",박지성,252039943
004,"0256,0319,0532,1047,1976",라울,252045661
033,"0656,0770,1411,1500,1529",페트르 체흐,252048940
009,"0211,1169,1181,1671,2064",에드윈 반데르사르,252051539
012,"0211,0928,1552,1631,1701,1809",헨릭 라르손,252052241
002,"1304,1651",필립 람,252121939
042,"0123,0437,0779,0928,1656,1817",아티바 허친슨,252134744
021,"0291,1530,1809",스콧 브라운,252134820
008,"0183,0976,1215,1850",페르난지뉴,252135507
006,"0135,0328,0521,1092,1314",홍명보,252138161
007,"0859,1169,1219,1573",조르조 키엘리니,252138956
006,"1207,1314,1600",유상철,252140053
028,"0211,0290,0926,1507",네마냐 비디치,252140601
005,"0051,0123,0212,0414,0460,0894,1304,1893,2019",호세 소사,252143121
019,"0498,0881,1701,1893,1955",아르다 투란,252143745
004,"0976,1850,1906",헤수스 나바스,252146536
016,"0063,0763,1181,1222",S. 데이비스,252151508
005,"0062,0634,0741,0850,0887,1329,1719,1824,2057",R. 삼부에사,252152916
004,"1047,1510,1906",세르히오 라모스,252155862
013,"0155,0590,0763,1073,1077,1692,1737",마이클 브래들리,252155887
004,"0460,0492,0672,1047,1691",라울 알비올,252157481
005,"1510,1701",리오넬 메시,252158023
004,"0689,1042,1047,1717",페르난도 이에로,252161840
035,"0164,0240,0537,0763,1631,2038",K. 엘아흐마디,252162329
050,"0290,1021,1089,1189,1501,1707",사미르 한다노비치,252162835
017,"0434,0842,0976,1687,1812,1850,1861,1869,1945,1973,2033",카스퍼 슈마이켈,252163587
008,"0051,0826,1309,1403,1510,1529,1662",티아구 실바,252164240
002,"0290,0977,1004,1052,1241,1304,1495",안드레아스 브레메,252166120
057,"0134,1047,1259,1657,1701,1805,1955",게오르게 하지,252166124
007,0051,프랑코 바레시,252166906
008,"0256,0383,0826,0843,0865,1824",카를루스 아우베르투,252167135
003,"0211,0227,0842,1328,1499,1702,2035,2045",에릭 칸토나,252167198
026,"0211,0741,0808,1309,1529,1626,1893,1955",팔카오,252167397
002,"0532,1304",마누엘 노이어,252167495
009,"0779,1587,1631,1701,2064",로날트 쿠만,252167680
003,"1812,2005,2024",위고 요리스,252167948
025,"0532,0573,1701,1906",이반 라키티치,252168651
010,"0018,0120,0190,0214,0346,0610,0681,0781,1222,1246,1476,1495,1738,1886",주제 폰테,252171791
048,"0018,0134,0236,0460,2019",마레크 함시크,252171877
041,"0231,0370,0672,0779,1275,1386",안드레스 과르다도,252171897
004,"0255,0307,0532,1626,1906",코케,252172316
046,"0330,0692,0918,1647,1874,2025,2064",N. 모이산데르,252172862
014,"1134,1281,1476,2005,2064",얀 베르통언,252172871
004,"0492,0526,1309,1520,1691,1692,1934",마르카노,252173521
049,"0953,0976,1129,1386,1701,1850",클라우디오 브라보,252174543
015,"0050,0065,0595,0954,1351",펑샤오팅,252175589
029,"0184,1587,1701,1703,1893,2064",루이스 수아레스,252176580
012,"0064,0312,0692,0779,1406,1500,1947,2080",올라 토이보넨,252176794
009,"0063,1701,1717,1955,2064",프랑크 더부르,252177845
010,"0061,1692,1738",후이 파트리시우,252178005
