팀 컬러,팀 컬러 설명,1단계 적용 조건,2단계 적용 조건,3단계 적용 조건,4단계 적용 조건,1단계 효과,2단계 효과,3단계 효과,4단계 효과,시즌 & 이름
바이언 두번째 트레블,바이에른 뮌헨의 두번째 트레블을 달성한 선수들로 구성된 팀컬러입니다.,5명,-,-,-,골 결정력 +2 / 헤더 +2 / 가속력 +1 / ,-,-,-,"['GR 쿠티뉴', 'WC22 마누엘 노이어', '20UCL 하비 마르티네스', 'GR 뤼카 에르난데스', '19UCL 하비 마르티네스', '19NG 알폰소 데이비스', 'BWC 제롬 보아텡', 'BOE21 티아고', 'GR 세르주 그나브리', '21UCL 세르주 그나브리', '20PLA 데이비드 알라바', '22PLA 티아고', '21PLA 데이비드 알라바', '19PLS 제롬 보아텡', 'EBS 요주아 키미히', '21UCL 코랑탕 톨리소', '22PLA 세르주 그나브리', 'BOE21 킹슬레 코망', 'PLC 쿠티뉴', '19PLS 세르주 그나브리', 'HOT 토마스 뮐러', '20PLA 레온 고레츠카', '19PLA 데이비드 알라바', '19PLA 레온 고레츠카', '19PLS 니클라스 쥘레', '22PLA 코랑탕 톨리소', '22TOTS 알폰소 데이비스', 'HOT 이반 페리시치', 'BWC 토마스 뮐러', 'EBS 토마스 뮐러', 'LH R. 레반도프스키', '19PLA 티아고', '20TOTS 요주아 키미히', '19PLS 코랑탕 톨리소', 'FA 제롬 보아텡', '19TOTS 요주아 키미히', '21PLA 제롬 보아텡', 'BOE21 뱅자맹 파바르', 'BOE21 토마스 뮐러', '21PLA 알폰소 데이비스', '22PLA 이반 페리시치', '22PLA 데이비드 알라바', 'TB 요주아 키미히', '18PLS R. 레반도프스키', 'BTB 레온 고레츠카', '22PLA 요주아 키미히', '20UCL 킹슬레 코망', 'HOT 니클라스 쥘레', 'OTW 쿠티뉴', '19PLS 마누엘 노이어', '22TOTN 알폰소 데이비스', '21PLA 마누엘 노이어', '19TOTS 레온 고레츠카', 'BTB 티아고', '20UCL 쿠티뉴', '20TOTS R. 레반도프스키', 'TT 하비 마르티네스', '19PLS R. 레반도프스키', '21UCL 니클라스 쥘레', 'UP 레온 고레츠카', '20PLA 세르주 그나브리', 'LH 데이비드 알라바', '21PLA 쿠티뉴', '21UCL 요주아 키미히', 'TB 마누엘 노이어', '20PLA 니클라스 쥘레', '20 하비 마르티네스', '21TOTY 마누엘 노이어', '20TOTS 쿠티뉴', '19UCL 니클라스 쥘레', '19PLA 요주아 키미히', 'WC22 킹슬레 코망', 'TC 데이비드 알라바', 'MC R. 레반도프스키', '18PLS 쿠티뉴', 'BTB 뱅자맹 파바르', 'BTB 요주아 키미히', '21PLA 레온 고레츠카', 'EBS 마누엘 노이어', '19UCL 뱅자맹 파바르', '19UCL 쿠티뉴', '19PLS 쿠티뉴', '19PLA 토마스 뮐러', 'LIVE R. 레반도프스키', '19UCL 코랑탕 톨리소', 'TC 티아고', 'TB 티아고', '21UCL 이반 페리시치', '21UCL R. 레반도프스키', '21TOTS 알폰소 데이비스', 'BWC 마누엘 노이어', '22PLA 쿠티뉴', '20UCL 코랑탕 톨리소', 'MC 킹슬레 코망', '22PLA 뤼카 에르난데스', '21TOTY R. 레반도프스키', 'NHD 토마스 뮐러', 'TC 요주아 키미히', 'GR 제롬 보아텡', '20TOTN 요주아 키미히', 'WC22 이반 페리시치', '21TOTS 레온 고레츠카', '22PLA 마누엘 노이어', '22TOTS 데이비드 알라바', '19PLS 토마스 뮐러', 'LOL 이반 페리시치', 'BOE21 레온 고레츠카', '21PLA 코랑탕 톨리소', '22PLA 뱅자맹 파바르', 'TB R. 레반도프스키', 'CAP R. 레반도프스키', '22TOTS 니클라스 쥘레', 'LH 제롬 보아텡', '22PLA 토마스 뮐러', '22TOTN 레온 고레츠카', '21UCL 뱅자맹 파바르', 'WC22 R. 레반도프스키', 'BTB 쿠티뉴', '20PLA R. 레반도프스키', 'TB 하비 마르티네스', 'BWC 뱅자맹 파바르', '19UCL 알폰소 데이비스', '19UCL 레온 고레츠카', 'UP 코랑탕 톨리소', '18PLS 마누엘 노이어', 'EBS R. 레반도프스키', 'FA R. 레반도프스키', '21TOTS 마누엘 노이어', '21PLA 요주아 키미히', '22TOTS 토마스 뮐러', '20UCL 제롬 보아텡', '21PLA 이반 페리시치', 'BTB 마누엘 노이어', 'LOL 쿠티뉴', 'FA 데이비드 알라바', '20PLA 뤼카 에르난데스', '19UCL 킹슬레 코망', '20UCL 니클라스 쥘레', '19PLS 티아고', '21UCL 데이비드 알라바', '20UCL 뤼카 에르난데스', '21UCL 티아고', '19UCL 이반 페리시치', '21PLA 세르주 그나브리', '19PLA 쿠티뉴', 'COC 쿠티뉴', 'LH 이반 페리시치', '21UCL 마누엘 노이어', '22TOTS 요주아 키미히', 'UP 이반 페리시치', 'TC R. 레반도프스키', 'GR 데이비드 알라바', 'TC 제롬 보아텡', 'BTB 뤼카 에르난데스', '20TOTS 알폰소 데이비스', '19PLA 뤼카 에르난데스', '20PLA 이반 페리시치', '21UCL 킹슬레 코망', '19TOTS R. 레반도프스키', 'VTR 하비 마르티네스', 'WC22 니클라스 쥘레', 'BTB 니클라스 쥘레', '22TOTS R. 레반도프스키', '20UCL 요주아 키미히', 'BTB 세르주 그나브리', 'MC 쿠티뉴', '19PLA 마누엘 노이어', 'LOL 세르주 그나브리', 'GR 토마스 뮐러', '19UCL 세르주 그나브리', '19UCL 데이비드 알라바', 'WC22 레온 고레츠카', 'LH 토마스 뮐러', '20UCL 뱅자맹 파바르', '20UCL R. 레반도프스키', '21TOTS 킹슬레 코망', '20PLA 쿠티뉴', 'PLC R. 레반도프스키', '19UCL 요주아 키미히', 'BOE21 마누엘 노이어', '18PLS 티아고', 'BOE21 데이비드 알라바', '22TOTN 토마스 뮐러', 'BTB 데이비드 알라바', '19PLS 요주아 키미히', 'BWC 이반 페리시치', '19UCL 티아고', '19PLA 니클라스 쥘레', '19UCL 뤼카 에르난데스', 'TT 쿠티뉴', 'BOE21 코랑탕 톨리소', 'LH 마누엘 노이어', 'WC22 세르주 그나브리', 'LH 쿠티뉴', '20PLA 킹슬레 코망', '19UCL 마누엘 노이어', '22TOTS 마누엘 노이어', '19TOTS 티아고', 'TB 제롬 보아텡', '19PLS 데이비드 알라바', 'TC 코랑탕 톨리소', 'TC 하비 마르티네스', 'UP 킹슬레 코망', '20UCL 레온 고레츠카', '20PLA 요주아 키미히', '19PLS 이반 페리시치', 'WC22 요주아 키미히', 'EBS 킹슬레 코망', 'GR 티아고', 'TB 토마스 뮐러', '18PLS 제롬 보아텡', 'HOT 요주아 키미히', '19UCL 제롬 보아텡', '21UCL 레온 고레츠카', 'UP 뤼카 에르난데스', 'TB 이반 페리시치', 'MC 티아고', '21UCL 뤼카 에르난데스', 'TT 코랑탕 톨리소', '21PLA R. 레반도프스키', 'UP 하비 마르티네스', 'TB 쿠티뉴', '20UCL 티아고', '19PLA 코랑탕 톨리소', '20TOTS 세르주 그나브리', 'BOE21 요주아 키미히', '19UCL R. 레반도프스키', '19UCL 토마스 뮐러', '21PLA 니클라스 쥘레', 'LOL 킹슬레 코망', '22TOTN 데이비드 알라바', '21TOTS R. 레반도프스키', 'BOE21 이반 페리시치', '21UCL 알폰소 데이비스', 'BWC 코랑탕 톨리소', '20TOTN R. 레반도프스키', 'GR 킹슬레 코망', '20PLA 알폰소 데이비스', '21PLA 킹슬레 코망', '19PLS 킹슬레 코망', '19PLA R. 레반도프스키', '21TOTY 알폰소 데이비스', '21TOTY 요주아 키미히', 'HOT 마누엘 노이어', 'TC 킹슬레 코망', 'SPL 이반 페리시치', 'TC 토마스 뮐러', '20PLA 티아고', 'CAP 마누엘 노이어', 'BTB 토마스 뮐러', '21UCL 토마스 뮐러', 'OTW 뤼카 에르난데스', '20PLA 제롬 보아텡', '20TOTS 토마스 뮐러', 'TB 레온 고레츠카', '20UCL 데이비드 알라바', '21PLA 티아고', '19PLS 레온 고레츠카', '21TOTS 토마스 뮐러', 'BWC 뤼카 에르난데스', '21TOTN 티아고', '20UCL 알폰소 데이비스', 'NHD 마누엘 노이어', '22TOTN 요주아 키미히', 'FA 레온 고레츠카', 'BTB R. 레반도프스키', 'UP 니클라스 쥘레', 'BOE21 세르주 그나브리', '22PLA 킹슬레 코망', '22PLA R. 레반도프스키', '19PLA 세르주 그나브리', '20UCL 토마스 뮐러', '22PLA 니클라스 쥘레', 'BTB 킹슬레 코망', '22PLA 레온 고레츠카', '21TOTS 요주아 키미히', '22TOTY R. 레반도프스키', 'UP 뱅자맹 파바르', '20UCL 마누엘 노이어', '19TOTS 세르주 그나브리', '19PLA 제롬 보아텡', 'TB 데이비드 알라바', 'WC22 토마스 뮐러', '20PLA 토마스 뮐러', 'BOE21 뤼카 에르난데스', 'SPL 니클라스 쥘레', '22PLA 알폰소 데이비스', 'BTB 알폰소 데이비스', 'TT 마누엘 노이어', 'VTR 마누엘 노이어', 'WC22 알폰소 데이비스', 'VTR 제롬 보아텡', '20UCL 세르주 그나브리']"
바이언 첫번째 트레블,바이에른 뮌헨의 첫번째 트레블을 달성한 선수들로 구성된 팀컬러입니다.,5명,-,-,-,속력 +2 / 가속력 +2 / 드리블 +1 / ,-,-,-,"['GR 디에고 콘텐토', 'TC 루이스 구스타부', '20UCL 하비 마르티네스', '20PLA 데이비드 알라바', '19UCL 하비 마르티네스', 'NTG 필립 람', '21PLA 데이비드 알라바', 'HOT 루이스 구스타부', '19PLS 제롬 보아텡', '18PLS 토마스 뮐러', 'TT 토니 크로스', 'HOT 토마스 뮐러', '19 마리오 고메스', '19 B. 슈바인슈타이거', '19PLA 데이비드 알라바', '19PLS 제르단 샤키리', 'LH 클라우디오 피사로', 'COC 제르단 샤키리', 'LH 프랑크 리베리', '21PLA 제롬 보아텡', 'BOE21 토마스 뮐러', 'BWC 마리오 고메스', '22PLA 데이비드 알라바', 'LH 토니 크로스', '19PLS 마누엘 노이어', 'GR 엠레 잔', '21PLA 마누엘 노이어', 'TB 토니 크로스', 'TT 하비 마르티네스', 'NHD 프랑크 리베리', 'VTR 제르단 샤키리', '18 하피냐', '19UCL 토니 크로스', '20UCL 토니 크로스', '20 하비 마르티네스', 'TB 마누엘 노이어', '20 하피냐', 'MC 제르단 샤키리', 'HOT 단테', '20PLA 엠레 잔', 'TC 데이비드 알라바', 'GR 제르단 샤키리', '20UCL 제르단 샤키리', 'OTW 루이스 구스타부', '19PLA 토마스 뮐러', 'TT 마리오 고메스', '20PLA 프랑크 리베리', 'UP 홀거 바트슈투버', 'NHD 토마스 뮐러', 'GR 제롬 보아텡', '19PLA 엠레 잔', '19UCL 제르단 샤키리', 'TC 아리언 로번', '19TOTS 엠레 잔', '19PLS 토마스 뮐러', '22PLA 마누엘 노이어', '20 디에고 콘텐토', '20PLA 토니 크로스', 'TC 하피냐', '21TOTN 토니 크로스', 'LH 제롬 보아텡', '22PLA 토마스 뮐러', '19PLA 제르단 샤키리', 'NHD 아리언 로번', 'TT 아리언 로번', 'TB 하비 마르티네스', '18PLS 마누엘 노이어', '20UCL 제롬 보아텡', 'GR 데이비드 알라바', 'TC 제롬 보아텡', 'UP 제르단 샤키리', 'TB 루이스 구스타부', '18PLS 토니 크로스', 'VTR 하비 마르티네스', 'BOE21 엠레 잔', '19PLA 마누엘 노이어', 'GR 토마스 뮐러', '19UCL 데이비드 알라바', 'EBS 홀거 바트슈투버', 'MC 엠레 잔', 'LH 토마스 뮐러', 'TB 프랑크 리베리', 'BOE21 마누엘 노이어', '21PLA 토니 크로스', '19PLA 프랑크 리베리', '19UCL 엠레 잔', '19PLA 하비 마르티네스', 'TB 아리언 로번', '20TOTS 토니 크로스', '20UCL 엠레 잔', 'GR 홀거 바트슈투버', 'LH 마누엘 노이어', 'TC 홀거 바트슈투버', 'UP 엠레 잔', 'MC 단테', 'TB 제롬 보아텡', '19PLS 데이비드 알라바', 'TC 하비 마르티네스', '18PLS 마리오 만주키치', 'TB 토마스 뮐러', '18PLS 제롬 보아텡', '19UCL 제롬 보아텡', 'TC 마리오 만주키치', 'TC 엠레 잔', 'UP 하비 마르티네스', 'TC 프랑크 리베리', 'TT 프랑크 리베리', '19UCL 토마스 뮐러', '21PLA 엠레 잔', 'TC 단테', 'TB 데이비드 알라바', '19PLA 마리오 만주키치', 'LH 제르단 샤키리', 'UP 루이스 구스타부', '22PLA 프랑크 리베리', 'HOT 마누엘 노이어', 'TC 토마스 뮐러', 'VTR 단테', '20PLA 제롬 보아텡', 'TB 마리오 만주키치', '20UCL 데이비드 알라바', 'VTR 루이스 구스타부', 'NHD 마누엘 노이어', 'GR 토니 크로스', '19 클라우디오 피사로', '21PLA 제르단 샤키리', '19PLS 토니 크로스', '22PLA 토니 크로스', 'UP 단테', '18PLS 데이비드 알라바', '20UCL 토마스 뮐러', 'TB 제르단 샤키리', '19PLA 제롬 보아텡', '20UCL 마누엘 노이어', '19PLA 토니 크로스', 'TC 토니 크로스', 'OTW 프랑크 리베리', '20PLA 토마스 뮐러', 'HOT 클라우디오 피사로', 'LH 마리오 고메스', 'TT 마누엘 노이어', 'TC 마리오 고메스', 'TC B. 슈바인슈타이거', 'VTR 제롬 보아텡']"
바이언의 양날개,바이에른 뮌헨의 전설적인 윙어로 구성된 팀컬러입니다.,2명,-,-,-,민첩성 +1 / 드리블 +1 /  / ,-,-,-,"['BTB 프랑크 리베리', 'FA 프랑크 리베리', 'LIVE 프랑크 리베리', '20 아리언 로번', 'VTR 프랑크 리베리', '18 아리언 로번', 'BWC 프랑크 리베리']"
베르가모 칼초 공격 트리오,베르가모 칼초의 유명한 공격 트리오로 구성된 팀컬러입니다.,3명,-,-,-,커브 +2 / 침착성 +1 /  / ,-,-,-,"['21 요시프 일리치치', 'LOL 두반 사파타', '21TOTS 루이스 무리엘', 'TB 루이스 무리엘', 'LIVE 두반 사파타', 'LIVE 루이스 무리엘', '20TOTS 요시프 일리치치', 'PLC 루이스 무리엘']"
벨기에 형제,벨기에의 유명한 형제 선수로 구성된 팀컬러입니다.,2명,-,-,-,볼 컨트롤 +1 / 드리블 +1 /  / ,-,-,-,"['OTW 토르간 아자르', 'MC 에덴 아자르', 'MOG ', 'BWC 에덴 아자르', 'CAP 에덴 아자르', 'EBS 에덴 아자르', 'BWC ', 'LIVE 에덴 아자르', 'LIVE 토르간 아자르', 'BOE21 토르간 아자르']"
벨기에 황금세대,벨기에 황금세대 선수들로 구성된 팀컬러입니다.,5명,-,-,-,중거리 슛 +3 / 골 결정력 +2 /  / ,-,-,-,"['OTW 에덴 아자르', 'HOT 드리스 메르턴스', '19PLA 티보 쿠르투아', 'VTR 마루안 펠라이니', 'NHD T. 알데르베이럴트', 'LH 악셀 비첼', '20PLA 토마 뫼니에', '19UCL 티보 쿠르투아', 'MOG T. 알데르베이럴트', 'UP 디보크 오리기', '18PLS T. 알데르베이럴트', '18PLS 티보 쿠르투아', 'NHD 케빈 더브라위너', '21PLA 악셀 비첼', 'EBS 마루안 펠라이니', 'LOL 디보크 오리기', 'VTR 얀 베르통언', 'TT 로멜루 루카쿠', '19PLA 디보크 오리기', '21PLA 티보 쿠르투아', '19PLA 에덴 아자르', '19PLA 토마 뫼니에', 'PLC 드리스 메르턴스', '18PLS 얀 베르통언', 'TT 에덴 아자르', '19UCL 에덴 아자르', 'TB 뱅상 콤파니', 'NHD 얀 베르통언', 'TB 에덴 아자르', 'MOG 티보 쿠르투아', '20UCL 디보크 오리기', 'BOE21 에덴 아자르', '19PLS 티보 쿠르투아', 'TB 얀 베르통언', '19UCL 케빈 더브라위너', 'MCFC 케빈 더브라위너', 'BOE21 나세르 샤들리', 'HOT 케빈 더브라위너', '21PLA 케빈 더브라위너', '18PLS 드리스 메르턴스', '18PLS 로멜루 루카쿠', '19TOTS 악셀 비첼', '18PLS 악셀 비첼', 'BOE21 악셀 비첼', '21UCL 에덴 아자르', 'NHD 로멜루 루카쿠', '19PLS 로멜루 루카쿠', '19UCL 드리스 메르턴스', 'TT 케빈 더브라위너', '18TOTY 케빈 더브라위너', 'LH 티보 쿠르투아', '22PLA 티보 쿠르투아', 'LH T. 알데르베이럴트', 'HOT 로멜루 루카쿠', 'MC 토마 뫼니에', '19TOTS T. 알데르베이럴트', '19PLA 악셀 비첼', 'OTW 로멜루 루카쿠', '19PLS T. 알데르베이럴트', '21UCL 로멜루 루카쿠', '19UCL 악셀 비첼', 'TB 케빈 더브라위너', '20UCL 티보 쿠르투아', '19PLS 드리스 메르턴스', '20PLA T. 알데르베이럴트', '19PLS 토마 뫼니에', 'LH 로멜루 루카쿠', 'GR 로멜루 루카쿠', '19TOTS 드리스 메르턴스', '21PLA 로멜루 루카쿠', 'NHD 티보 쿠르투아', 'VTR 나세르 샤들리', 'PLC 에덴 아자르', 'TB 드리스 메르턴스', 'TC 티보 쿠르투아', '20UCL 토마 뫼니에', 'WC22 얀 베르통언', 'EBS 티보 쿠르투아', '19PLS 얀 베르통언', '20PLA 로멜루 루카쿠', 'PLC 악셀 비첼', '18PLS 케빈 더브라위너', '19TOTY 케빈 더브라위너', 'MCFC 뱅상 콤파니', '19PLS 악셀 비첼', 'LIVE 케빈 더브라위너', 'LH 드리스 메르턴스', 'MC T. 알데르베이럴트', 'GR 디보크 오리기', 'LIVE 토마 뫼니에', '19PLA 케빈 더브라위너', '20UCL 악셀 비첼', '20PLA 케빈 더브라위너', 'EBS 드리스 메르턴스', '20PLA 드리스 메르턴스', 'LH 에덴 아자르', 'TB T. 알데르베이럴트', 'LH 마루안 펠라이니', '20TOTN 얀 베르통언', '19UCL T. 알데르베이럴트', 'NHD 뱅상 콤파니', 'NHD 디보크 오리기', 'TC 에덴 아자르', 'GR 티보 쿠르투아', 'NHD 에덴 아자르', '19PLA 얀 베르통언', 'LIVE 마루안 펠라이니', '18PLS 뱅상 콤파니', '20UCL 에덴 아자르', '19PLA 로멜루 루카쿠', 'TT 악셀 비첼', '20PLA 악셀 비첼', 'LH 뱅상 콤파니', 'TC 케빈 더브라위너', '21PLA 에덴 아자르', 'LIVE 나세르 샤들리', 'TB 티보 쿠르투아', '22PLA 악셀 비첼', 'UP 토마 뫼니에', 'LH 케빈 더브라위너', '19PLA 마루안 펠라이니', '19PLS 케빈 더브라위너', '19PLS 디보크 오리기', 'BOE21 드리스 메르턴스', '18PLS 에덴 아자르', '19UCL 토마 뫼니에', 'GR 에덴 아자르', 'HOT 에덴 아자르', '19PLA T. 알데르베이럴트', '19TOTS 에덴 아자르', 'TT 마루안 펠라이니', '22PLA 로멜루 루카쿠', 'TB 로멜루 루카쿠', '20PLA 티보 쿠르투아', '19PLA 드리스 메르턴스', 'UP T. 알데르베이럴트', 'TB 토마 뫼니에', '20TOTN 에덴 아자르', '18PLS 토마 뫼니에', '19UCL 얀 베르통언', '21PLA 드리스 메르턴스', '21PLA 토마 뫼니에', 'LH 얀 베르통언', '21UCL 디보크 오리기']"
브라질 트리오,브라질 트리오로 구성된 팀컬러입니다.,3명,-,-,-,골 결정력 +1 / 드리블 +2 /  / ,-,-,-,"['NHD 히바우두', 'NHD 호나우두', 'NHD 호나우지뉴', 'TC ', 'TT 히바우두', 'TT 호나우지뉴']"
브라질 황금세대,브라질 황금세대 선수들로 구성된 팀컬러입니다.,5명,-,-,-,드리블 +2 / 커브 +2 / 가속력 +1 / ,-,-,-,[]
블루문 기적의 우승,맨체스터 시티의 유명한 공격 트리오로 구성된 팀컬러입니다.,3명,-,-,-,골 결정력 +2 / 헤더 +1 /  / ,-,-,-,"['MOG 마리오 발로텔리', 'GR 세르히오 아구에로', 'MCFC 세르히오 아구에로', 'FA 마리오 발로텔리', 'TC 마리오 발로텔리', '21PLA 세르히오 아구에로', '19 마리오 발로텔리', '21PLA 에딘 제코', '19PLA 세르히오 아구에로', '19PLS 세르히오 아구에로', '20PLA 세르히오 아구에로', 'TB 세르히오 아구에로', '18PLS 세르히오 아구에로', 'OTW 마리오 발로텔리', '19UCL 세르히오 아구에로', 'GR 마리오 발로텔리', '20UCL 세르히오 아구에로', 'TT 세르히오 아구에로', 'LIVE 마리오 발로텔리', 'BTB ', '22PLA 에딘 제코', 'EBS ']"
블루문 듀오,맨체스터 시티의 유명한 듀오로 구성된 팀컬러입니다.,2명,-,-,-,반응 속도 +1 / 짧은 패스 +1 /  / ,-,-,-,['LIVE 다비드 실바']
블루문 철벽 수비 듀오,맨체스터 시티의 유명한 수비수 콤비로 구성된 팀컬러입니다.,2명,-,-,-,태클 +1 / 적극성 +1 /  / ,-,-,-,"['22TOTS 후벵 디아스', 'BOE21 ', 'PLC 존 스톤스', 'LIVE 후벵 디아스', '21PLA 후벵 디아스', 'TT 존 스톤스', 'WC22 후벵 디아스', 'BWC 존 스톤스', '21TOTS 후벵 디아스', '20UCL 존 스톤스', 'LIVE 존 스톤스', '22TOTY 후벵 디아스', '21TOTS ']"
블루스 영혼의 듀오,첼시의 뛰어난 호흡을 보인 두 선수로 구성된 팀컬러입니다.,2명,-,-,-,중거리 슛 +1 / 위치 선정 +1 /  / ,-,-,-,"['TC 프랭크 램파드', 'LH 프랭크 램파드', 'LH 디디에 드로그바', 'MOG 프랭크 램파드', 'MOG 디디에 드로그바', 'HOT 프랭크 램파드']"
블루스의 심장,첼시의 황금세대 멤버로 구성된 팀컬러입니다.,3명,-,-,-,밸런스 +1 / 긴 패스 +2 /  / ,-,-,-,"['17 존 테리', 'TC 애슐리 콜', '18 페트르 체흐', '18 애슐리 콜', 'NHD 페트르 체흐', 'TB 페트르 체흐', 'TT 페트르 체흐', '18PLS 페트르 체흐']"
비안코네리 듀오,유벤투스의 전설적인 듀오로 구성된 팀컬러입니다.,2명,-,-,-,커브 +1 / 헤더 +1 /  / ,-,-,-,"['NHD 다비드 트레제게', 'MOG 다비드 트레제게', 'NHD A. 델피에로', 'TC 다비드 트레제게', 'HOT A. 델피에로', 'TT A. 델피에로', 'EBS A. 델피에로', 'LH A. 델피에로', 'TT 다비드 트레제게', 'LH 다비드 트레제게', 'TC A. 델피에로']"
비안코네리 밸런스,유벤투스의 황금라인으로 구성된 팀컬러입니다.,3명,-,-,-,밸런스 +1 / 중거리 슛 +1 / 긴 패스 +1 / ,-,-,-,"['NHD C. 마르키시오', '21 아르투로 비달', '17 C. 마르키시오', 'LIVE 폴 포그바', 'NHD 아르투로 비달']"
비안코네리 빗장수비진,유벤투스의 빗장수비진으로 구성된 팀컬러입니다.,3명,-,-,-,몸싸움 +1 / 헤더 +2 /  / ,-,-,-,"['LIVE 레오나르도 보누치', 'LIVE 조르조 키엘리니', '18 안드레아 바르찰리']"
비안코네리 철벽수비 듀오,유벤투스의 수비진 듀오로 구성된 팀컬러입니다.,2명,-,-,-,대인 수비 +1 / 태클 +1 /  / ,-,-,-,"['BOE21 ', '21PLA 레오나르도 보누치', '22PLA 레오나르도 보누치', 'CAP ', 'TB 조르조 키엘리니', 'BTB 조르조 키엘리니', '19UCL 레오나르도 보누치', '22TOTN 조르조 키엘리니', '22TOTN 레오나르도 보누치', '21PLA 조르조 키엘리니', 'LIVE 레오나르도 보누치', 'LIVE 조르조 키엘리니', 'LH 레오나르도 보누치', '20UCL 레오나르도 보누치']"
비안코네리의 신사들,유벤투스가 강등되었을 때에도 팀에 남아 다시 승격을 시킨 주인공들로 구성된 팀컬러입니다.,4명,-,-,-,반응 속도 +2 / 짧은 패스 +2 /  / ,-,-,-,"['MOG 다비드 트레제게', '17 C. 마르키시오', 'LIVE 조르조 키엘리니', 'LIVE 잔루이지 부폰']"
스퍼스 영혼의 콤비,토트넘의 영혼의 콤비로 구성된 팀컬러입니다.,2명,-,-,-,가속력 +2 / 시야 +1 /  / ,-,-,-,"['22TOTN ', '22TOTY ', 'COC 해리 케인', 'LIVE 손흥민', '19PLS 해리 케인', '22TOTS 손흥민', '22TOTS 해리 케인', 'LH 손흥민', '19TOTS 손흥민', '21TOTY ', 'NHD 손흥민', 'BWC ', '21PLA 손흥민', 'TT 손흥민', '18TOTY 해리 케인', '21TOTS ', 'WC22 ']"
스퍼스 황금라인,토트넘의 유명한 4인조로 구성된 팀컬러입니다.,3명,-,-,-,중거리 슛 +2 / 밸런스 +1 /  / ,-,-,-,"['LIVE 손흥민', 'NHD 손흥민', 'TT 손흥민', 'LIVE 크리스티안 에릭센', 'LIVE 델리 알리']"
스페인 듀오,스페인의 전설적인 듀오로 구성된 팀컬러입니다.,2명,-,-,-,가속력 +1 / 골 결정력 +1 /  / ,-,-,-,"['18 다비드 비야', '17 페르난도 토레스', 'NHD 페르난도 토레스', 'FA 페르난도 토레스', 'ICON 페르난도 토레스', 'NTG 페르난도 토레스', 'BWC ', 'CFA 페르난도 토레스', 'EBS 페르난도 토레스', 'LN 페르난도 토레스']"
